uuid,name,value
70a45fc0-b4e5-430a-ac95-171a2720b7d6,HETU,NaNNA451undefined
5a6db675-3a4b-4efd-83c0-360e6015cfbc,PPS,2518588T
2ab8d917-67e5-44f5-8f98-c2ed1e3337e8,AVS,756.5004.0661.39
0b78303f-020d-4751-866d-cbcf53d55a1c,TFN,041406137
80880723-9228-4d54-8c8e-b6d4ac91a042,,
af86f783-2746-4964-8221-addceffb8c37,AVS,756.9086.7997.50
b4e39ecf-3467-40d1-8a4a-197bcd410275,INSEE,1NNaN24978865 05
7a17aa1d-474d-4a5d-9cc2-18276aa6a530,NINO,GY 81 52 43 N
dbb3337c-f280-4422-88f2-b322faac2d44,,
4804de27-37ff-4ca5-9536-afc46ebe6860,SSN,046-68-6242
867b98b6-6983-4916-8724-fcd2dd3618b0,,
893a284d-b97c-4599-994e-7177db6b7e59,TFN,792855256
3d7b84cc-295a-4087-8820-19afdf4444f0,CPR,291250-9907
d8998cd6-1181-4a32-b02b-3a8dfec79d61,TFN,555226247
71318eea-9313-4979-a13a-556856de1e90,,
0bba56be-e041-4a5c-9efe-6fc3ee982f1a,,
080fb055-ec96-4e65-ad42-9a3bde850eb0,HETU,NaNNA588undefined
c3656279-9b96-42ad-8cef-bfdef5c4b17e,HETU,NaNNA303undefined
01193f2b-7ca9-4ae1-8188-569636841032,,
754a0231-aea0-49b3-81f1-c3a3d3ef7133,FN,16078945714
976ffe33-f9dc-42c2-9230-0f600d42742d,INSEE,1NNaN74148767 46
4be102c4-62de-406d-8d21-9ca3d0305092,CPR,110685-2631
4f703e3a-b4b4-40d4-9826-e27c3cac200d,SSN,904-59-7908
0a274b3c-e81b-4cda-bb30-aeb292edb49b,BSN,13961687
1dc7b355-1a2c-4646-8717-56680b6499b6,CPR,170369-7130
97be722c-c09f-46ae-923c-a8dbc3815e6e,DNI,59576941-J
00459906-e9fc-4b4c-8500-05c0c9b55b10,PPS,3945899T
bb604ee7-b013-4123-8805-aa8531a85de4,,
6108d6db-5992-4792-ba13-9ad37e59e914,,
19335fa5-5047-41a4-b001-c6625e9e89f3,BSN,96284257
dd6a8b06-4576-4c9a-9d29-e12c2e048ab1,AVS,756.6330.2289.74
af572850-7472-411b-bf07-a23b8aa93d88,HETU,NaNNA449undefined
250ef933-9a22-431b-b54f-206ee428b1fb,TFN,732354369
715085ab-b8f1-4a3e-9ad5-e5a40b34dd32,HETU,NaNNA204undefined
466d59e4-634e-4d4b-8dd2-00c95b023502,,
b4a2d54b-7c6f-489d-a047-4cab41a3fe24,,
f8ddef39-370b-426e-92dd-7dca77beee83,,
02425744-6826-4193-acfb-698ef5ed9d47,DNI,30338070-S
f55d99da-70e2-4b76-8b04-c9f80dff6b52,PPS,6215567T
143622b9-0099-4733-9b74-ad4977f4fa4e,,
456778fd-b415-489d-bc6d-bf0ab6084b60,NINO,TS 46 71 80 M
910d4cc7-c6c3-43f4-9955-04ac4a31676a,INSEE,2NNaN40468402 95
cc8be84e-22ba-44ee-9cbd-d2cd69a1a70d,TFN,819264215
74a78250-3e7a-4f4c-81b0-271ad3aad894,NINO,SA 21 92 28 M
cdddf15a-7f85-483d-869f-58d5320b010c,,
d97ee124-cdc6-4cb7-85dc-d156b3e0575d,SSN,562-22-4667
11f41730-cd95-4eac-bc97-430fd2d7fedf,FN,06098726207
6d166408-56fe-47be-8342-b1c808a11f5b,DNI,95765408-O
800b1f71-201a-4ee9-830c-2f0a3eb713f4,NINO,EX 85 56 95 A
1c9ad0e8-9b19-4617-bdaf-1c33633a8e1b,AVS,756.2869.4021.62
b267888f-0d78-46cf-be95-78ef2edf7367,NINO,HJ 90 07 52 L
5e668866-6e80-4879-b134-9b5fcc5c26c5,CPR,040858-0493
2cc74b83-8504-44ad-84f1-5eed8bee9b56,,
fe9bcd38-dc79-4e2d-9c96-137efbf4e88e,BSN,17553100
28f3e427-1c2e-4d75-8ced-6a4c9bc7c9c5,,
a683b691-9eb2-47ce-ad55-4af7acd90500,AVS,756.9131.0147.87
4960b663-acf9-4190-b138-f8490d04c115,HETU,NaNNA094undefined
c8d6624f-5e57-43ba-8285-d46fd09af20d,,
9aa64cc4-1ed8-496f-bf0d-1a9be07a14fb,BSN,51186460
cca00ff2-ca12-4e36-91d3-3c9e01796929,,
223052c1-b1e1-46b2-879f-0831ec77daec,AVS,756.4334.4248.70
e22a02e8-9e77-4afc-823f-8c9132264eea,AVS,756.6087.5813.48
08af77ca-a0dd-471b-9446-7ce30fcb912e,NINO,TP 34 39 05 Z
6c783015-b254-4b3b-9646-a13ca2646051,,
7d8f7d73-88c5-457b-8404-7fb7b3ac38e5,DNI,21954354-L
43c5171d-1453-482a-a0d2-4b3da2b668d5,,
8959ac8d-2f49-4a35-99ff-43fa41b6ccd6,INSEE,2NNaN08174694 67
4ae49f49-d84d-49d3-ab4d-cd04deaf1b8f,,
d4023207-c09e-4336-9bf4-7afd0592f70e,HETU,NaNNA660undefined
d04cff16-4146-4d8a-af5c-ab97b6262892,PPS,8523832T
b636bbea-11e9-467e-949a-46151bf46c48,,
f75458ea-faf7-4a6d-84e5-be4759a30c97,AVS,756.0942.4488.20
0752d637-2913-47ac-b87b-9779dd359c4f,NINO,AK 74 28 84 E
ae75478d-93eb-4786-9013-2add43df00bc,,
ce0a251a-2912-46af-9e5e-0e3b00f79ebf,,
def2fd0c-a2d8-4faa-a63c-0dd7a22475b6,,
20918506-7fe4-403d-907f-f81248a48417,DNI,81926846-H
e9c4bf80-cced-4112-9d2c-0f87e28c2a0f,BSN,14359597
c2a05189-ea94-4687-9025-a47cc0cc68ea,HETU,NaNNA826undefined
b472fd56-ee8a-4177-b57c-e9f96f3d94e0,HETU,NaNNA831undefined
7045cb63-c4b9-44e5-a3a6-0f9fa71d40df,BSN,05773251
e046dd42-df3a-4afc-a90f-8046a829d52b,PPS,7872739T
58a878a5-302e-48d2-b3bc-ffb0b580d7db,FN,05089530638
a48435b9-7686-49ce-afca-4f56babe4ba8,,
21c4398b-c7b0-4478-8670-32f100eea505,TFN,219845891
03bd3c4b-0003-41d5-820a-161a113cf90d,CPR,010249-0554
26e6981b-f2c5-4d9c-9c05-47942556ba5b,,
8a76dd15-5dca-497d-855e-362b79fc6a6b,BSN,34586507
385969d5-b7f7-4428-beb5-114803ad9566,INSEE,1NNaN62640424 31
381ca45a-40e5-42b6-a06c-9a95257d8cf2,DNI,13787071-T
e6f2e24d-7808-464d-9b9f-95e35f5b0e11,HETU,NaNNA469undefined
9b1b308a-1fab-4e53-8192-ae4344c59541,,
d3f94264-72e6-43c8-874f-27ea97c92493,,
08de9851-157d-473e-b997-61cb129b6866,PPS,3277745T
aac7437f-d462-43f1-9bc2-e4eac8cb41fe,TFN,774479397
3ea10d35-f305-4986-8f11-993c8b2f4e73,,
ecc010f7-5b9c-447d-9cfd-4c6eb370fa75,SSN,436-90-2062
a1c00b15-a1b9-4946-b79c-866125332a9f,NINO,EH 41 22 95 R
d2c28a97-867f-43e7-86dc-357da2d39d62,,
ae2a9567-8066-49fc-90a0-316920c20169,,
7e0a03e8-df18-49aa-b10e-c1f2fe122266,CPR,160683-2142
718f6519-368d-4cc4-898e-d0420c453a4f,NINO,RZ 12 08 18 Q
1ab8086c-24cb-43e4-86ef-2839997c37c8,SSN,058-34-8593
5e297910-f92c-48bb-9eb5-fb6fb4e29fc6,,
211408cc-20e5-4035-9b1e-3a76f2fd0348,CPR,291246-0740
1f8155c7-b073-404d-8d74-4cd480b6e3f4,,
15dcf4c4-69bb-42ce-a7ae-2e2781241678,DNI,69547830-D
ae51d13c-7184-42fe-97eb-ed3c2e26db14,HETU,NaNNA610undefined
499fc44c-fcfa-4e7d-b12e-828d11ae0742,FN,28035401085
88657ebc-7532-46fd-893e-d79d8b197643,CPR,290375-0751
04a1ccec-83c0-4c28-b76a-2c07d2f63827,INSEE,2NNaN60623851 20
e27e829d-23d4-4e46-9df6-626b183c473d,INSEE,2NNaN69046786 45
1c3c22d7-d413-4833-8b78-4d97c231b1e8,,
2b9e88cd-55e9-4ef4-852c-8d4d30d37a67,CPR,230365-2395
8009be0e-b37f-48c5-bb1a-9a6f026494d4,,
0c1112c0-f696-474d-857e-7e8c1dc8e9ce,CPR,171077-9508
6b0bd4d5-7294-48d7-84da-454c5220332f,PPS,8693526T
22eda906-3bc8-494f-94dc-3bfbd8b544b0,INSEE,2NNaN49346915 92
9ea15827-6a5f-462b-b0c6-af5e0459285a,,
83413f54-6b2d-4c5f-ac1c-0bd3087417c3,,
bd1c7f6a-9590-4cbb-86f8-f13aaf8b1d74,BSN,63071667
5f3bb7eb-6e6a-4ce1-94bd-a8d1b604cc5e,,
44103ee1-409c-41cf-99bc-58cb529902ae,AVS,756.3371.5989.52
02339ce2-6000-4409-bfe7-26417bdf8477,HETU,NaNNA653undefined
6bab6221-be36-4f17-9aa5-a9eb06781a40,SSN,306-88-8143
eeee58e6-fae3-49e3-b3df-629644a40c19,DNI,85464403-P
82482e9d-c3a5-4b2a-8fa7-4ae8b824f648,,
d3570fce-a6e8-46d4-94ca-791170a925f0,HETU,NaNNA035undefined
86461bdd-1c8f-4a3b-8794-e882fffa42c5,NINO,PG 14 65 66 H
6f843b30-7270-4a25-8921-a8bca6620907,FN,15026503571
0f25252b-7b80-472d-b629-9b292ba69c52,AVS,756.6584.4787.97
203b0115-1bcb-4e93-a411-3d0dffed544f,BSN,13474647
950f5a77-8628-4ff0-9ace-fc90731e1f44,NINO,OE 97 41 55 A
ff8716a7-a39b-46da-bc58-8b56fe216e24,FN,27086132368
7ecdda80-a81a-4b0f-8a04-185735d23af8,DNI,44572252-P
3cd5001f-eaee-497d-9c3b-f15e6cacf684,PPS,2903527T
b2fbe42b-b34b-442b-ac91-b89c761f587f,TFN,428731735
e4cb5aa4-d555-4688-91ed-83444f632ff7,,
34f302f2-047c-4a3b-b546-545f3aa56386,,
bf6c6836-3a46-4d36-ae42-e4ceb63ed294,DNI,50745732-M
8e7bb500-c239-4f79-9826-e041f4ea0b60,,
c3141342-7ebc-45f5-8050-1b4aeaed140e,INSEE,2NNaN40384602 76
d2083ddf-0278-4ed7-a13e-04bd3a069aea,HETU,NaNNA337undefined
4d136fbf-4da1-479e-a89a-565a5dcd12f2,AVS,756.7913.5395.79
59ff5b94-d180-4601-b900-0c7c77067123,,
7827c1c6-ddd4-4782-8923-9dcbe4d89489,CPR,020780-0166
011b9aff-a064-4e1c-b013-b71238b03a98,FN,18069040442
3bf6724f-e1c0-4ec0-826a-6e7239c62dee,SSN,382-57-7154
11414ac5-2950-4210-8050-5c98943b47cb,AVS,756.6272.2277.29
6b89eb7d-54c3-4bd1-8dd0-cffc8252d5f2,SSN,893-72-8187
0954b9ac-fc1c-4ec0-b30b-f0d52cdd7b79,,
7fa661da-ef0f-41d2-b9dd-5bac6df9be86,,
613d6d7c-bdce-439b-9ab2-f01d32b602f1,,
c62cbf0c-9d40-43be-acbd-bb45e67e3b4d,HETU,NaNNA322undefined
fc25c4e5-6041-4674-bde9-d3be5a32458e,,
42bfcc93-9bd7-46f3-b229-2909c54d6f63,,
95d39a31-f18c-4d6c-b920-56e1a8f37396,DNI,08048065-O
719817e0-82c5-4d47-918d-73ded5ad5e8e,NINO,ZJ 50 82 83 S
abd41b8c-eb62-47db-bc6d-50f7d2eff4ad,FN,06015029666
f3a8423a-c1b6-47b4-9e04-a0cdf0733a52,PPS,3401901T
dd723e7c-276e-4e60-ab1b-5338ca0f7e28,FN,09066228042
b3113f35-e1f1-479e-bf0e-b44fa0d00361,SSN,639-63-6672
e9594260-1392-434a-afb6-2cc731e51f7b,,
fb1acb5d-6108-4dc0-a226-18f6f436d27d,TFN,312312261
506bfe29-b6b6-474b-8251-6005e3c26cfd,HETU,NaNNA940undefined
5f0c9213-bd08-4bd2-9fe2-7b2884198e9b,,
6259c6d2-4cfa-4340-a246-c0b55d10d04d,DNI,96713515-X
d92731b3-c746-4f79-aefa-d8405dfac930,BSN,97278894
e1603e03-f29b-4bb4-9919-2cbf98807ac2,HETU,NaNNA286undefined
61ebca0b-6036-4da2-ae6c-1def35e73b69,,
84e630de-d2f9-435c-abf0-cc7cc3b81468,AVS,756.8176.0760.78
1caa9dad-8bfa-4947-81a0-abf37f51c5fa,BSN,50746389
749b3383-c824-447c-a8e4-b948f980c66d,,
ecec2c00-32e6-4096-a144-efb67195b43f,BSN,66192255
2480a7d0-6dc8-43c1-b142-12741c4e7f97,FN,02056044909
0a036baa-4e6d-4a1d-b77d-bec9accecf79,,
23c41951-1fb5-4359-b6af-f78dc0bb79f0,FN,06117627312
ea0c452d-c659-494e-969a-938799f9d308,,
304be95f-f5b1-4cec-87ee-703cfc8b51de,BSN,84905687
3698595d-fe34-4e01-8cd8-d59702db038c,,
5c144f67-cd42-48f8-9aa7-41268d75db9a,,
2d300380-ad56-44c1-a13a-52ba0268f0d1,,
5de79864-1ae8-425d-8c88-30838410bb27,CPR,170549-8810
866eb441-5b09-4254-855d-0b0b9892c554,PPS,7419499T
14582580-dda2-4bd6-9411-65ba833329e5,INSEE,1NNaN65610656 47
2889c320-b98d-4ffc-b9bb-258472fd51d7,CPR,131046-8997
df0474b9-554d-429f-946f-f5c252fb58c3,,
ec2155e7-b3d4-4c20-b2f7-97e6bcd48546,SSN,854-08-7277
c6396ac0-b9f4-41d6-bd68-c1e4089fee5b,BSN,31123275
29784943-92b7-46f9-9454-425c424ccc67,,
cd04216d-94ad-4b6c-a932-bcbe36748768,AVS,756.2753.1539.49
5c3da84b-2d1f-4828-b3b6-60aa0519d2bb,,
69b3c077-d41a-4e0c-9c93-fddb9c419a3b,TFN,063111256
423f43f9-9334-4ecf-9071-7ad704ea083a,BSN,60256659
f88b859c-efcd-41e0-ba57-c1179d525b8c,INSEE,1NNaN28398607 56
2f70e2f3-a733-48e9-8bbe-aa74ada0c9ea,,
a2f26943-61db-4ee7-a6d3-1fd27bfcc491,,
1d8b494c-e5b8-4b64-9619-07e773c9fb24,NINO,RT 16 55 89 Y
7fc3be2c-7d4d-4b6a-b314-202b89fb86b6,SSN,015-62-8657
c1b743a5-73d3-4357-916c-1a93a68f366c,NINO,AE 83 04 85 Q
42879b85-2b73-4683-9a45-6b3b0699a090,HETU,NaNNA663undefined
42f43d71-e55b-432e-8985-20d51d804941,,
acb05613-6221-4601-84b6-af4ebb60bc0c,INSEE,2NNaN26765592 97
b5938c90-6f88-40b3-8c80-e28f79b6f5e2,DNI,76780884-M
93347aab-c94d-47ec-bd19-3507fe0e67c7,HETU,NaNNA187undefined
56a3c443-4bd4-4749-8867-06af1462e06a,,
9eff3de5-4424-4b1d-ad47-87425f8a2ce9,CPR,280198-6967
870e891f-50cc-48e7-b904-7838712211ca,HETU,NaNNA501undefined
658c5d5c-115d-4a4d-8a90-bf21515cb811,FN,01048047145
79dc9446-e416-4a72-9ae0-4429a38e603f,INSEE,1NNaN53694341 24
00b88ba1-e80c-4e19-831b-8cd9848fbac9,,
d7af1999-0d97-423a-86a0-c85f5309e442,,
fcbc92b9-29e6-4122-98f4-da2dd989f803,,
537c1337-d9ef-4219-8223-a3d0eaba98f4,HETU,NaNNA931undefined
04b8a43e-af70-4329-b868-d320a2d72017,CPR,230197-3759
7c53e652-aaf3-4c30-bd3d-c6760dfa2f1b,,
212ef4a6-9bf5-433e-8530-f9bdea92661a,INSEE,1NNaN01049762 76
1fa4af3f-10ce-4e32-95c2-8c41fb4f4425,FN,26089238276
d47e4dab-f4c2-4422-9255-57b246f4d7fb,HETU,NaNNA549undefined
4d72add7-3575-4232-9ba4-614e0e960223,HETU,NaNNA961undefined
5f10c947-48b4-4bd7-a807-0a2ec4e8bbc6,HETU,NaNNA936undefined
1e89f77d-75f2-419d-8317-f539218a20fe,FN,28114641199
85b44f85-67bc-495a-9e39-4381cf7a1506,PPS,8057106T
1220bf3b-cd5b-4de9-8534-15d85acd2538,HETU,NaNNA821undefined
1ff0a2e4-4e12-4b88-9310-293a3b11086a,,
bcf972a0-1f46-40b5-a143-26f8f80881fb,,
dcd2c268-fcd1-4484-9b86-32c1d8f14dad,INSEE,1NNaN88932970 46
a50ca968-5d5d-4a7f-a520-27cdc6d576f1,,
86b52006-f2fe-4794-a0ff-9e2ef70fdef2,TFN,047547582
f83dd059-3dd2-4b02-83ec-31b668eda034,,
fb5a9a50-94d7-48b4-8aaf-6ab2621adb0d,,
ad5da21b-b462-4148-9927-163c08822d96,,
d12bcb2f-1542-4baa-aa3f-5520d517abee,DNI,03875743-O
ca9c6c68-eb3b-4381-ae8a-68854351c539,,
